onset,duration,trial_type,response_time,word,response,correct_resp,gender,age,sub,ses,run,year,month,day,hour,minute
437.30039270001,0.6885135000339346,image_pos,0.4889597999863326,tree,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
447.3004867000273,0.6884718000655994,image_neg,0.7725150999613106,asparagus,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
457.3005141000031,0.6886149999917848,image_neg,0.5724404000211507,van,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
467.30037260008976,0.6887997000012547,image_neg,0.7059790999628603,terrorist,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
477.30106930003967,0.6880287999520078,image_pos,0.8219342000083998,barbecue,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
484.7006684000371,0.6886999000561786,image_pos,0.6723992000333965,carnival,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
494.7010399000719,0.688410299946554,image_pos,0.6889429999282584,knowledge,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
507.3011886000168,0.6882777999852578,image_neg,0.722369399969466,excuse,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
514.701048500021,0.6885181000689045,image_neg,0.5555228000739589,clang,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
524.7010761999991,0.6886325000086799,image_pos,0.6557223000563681,embrace,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
534.7011577000376,0.6885150000452995,image_pos,0.6390134999528527,toaster,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
547.301395400078,0.6884342000121251,image_pos,0.5888917999109253,camel,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
557.3015390000073,0.6882389000384137,image_pos,0.8220913000404835,piano,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
567.3015358999837,0.6885710000060499,image_pos,0.4057320000138134,scissors,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
574.7011605000589,0.6888482000213116,image_neg,0.8559857000363991,problem,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
584.7015430000611,0.688659599982202,image_pos,0.5057797000044957,mercy,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
594.7018581000157,0.6883649000665173,image_pos,0.488744999980554,summer,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
0.9956511000636964,0.6894579000072557,word_neu,0.669898199965246,business,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
10.989422200014817,0.6957928000483626,word_neg,0.6368613999802619,ricochet,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
20.989652600022964,0.6956938999937847,word_pos,0.4202621999429539,vacation,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
30.98762740008533,0.6977603998966515,word_neu,0.7217222999315709,nose,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
40.98947770008817,0.696047499892309,word_pos,0.4551766000222415,spaghetti,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
50.98871960001998,0.696799400029704,word_neu,0.7051888999994844,theory,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
60.98990620009136,0.6957911999197606,word_pos,0.5220807999139652,joke,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
70.98818700003903,0.6976626999676228,word_pos,0.5888916000258178,restaurant,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
80.98800110002048,0.6978981000138447,word_neg,0.7721393000101671,hoe,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
90.98931920004544,0.6966318000340834,word_pos,0.8221701000584289,musical,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
100.98844380001538,0.6975558999693021,word_pos,0.4883474999805912,optimism,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
110.98799400008284,0.6981983999721706,word_pos,0.6389080999651924,luck,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
120.988353200024,0.6978596000699326,word_neg,0.7556436999002472,perjury,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
130.98932930000592,0.696954800048843,word_neg,0.6386201999848709,axe,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
140.9882334000431,0.6981361999642104,word_neg,0.4888443999225274,lab,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
150.9895922000287,0.6967634999891743,word_neu,0.721928899991326,power,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
160.98887540004216,0.6977045999374525,word_neu,1.0557766000274569,attribute,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
170.98876049998216,0.6978584000607952,word_pos,0.4215269000269472,day,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
180.9887534000445,0.6979792000493603,word_neu,1.0221775999525562,speech,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
190.9885545000434,0.6982283999678032,word_neu,0.9556206000270322,pan,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
200.9890194000909,0.6978988999035209,word_neg,0.8558145000133663,angry,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
210.98924360005185,0.6976167999673635,word_pos,0.4389721000334248,chicken,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
220.98943560000043,0.6976001000730605,word_neg,0.3889883999945596,cough,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
230.9891367000528,0.6979783000423936,word_pos,0.4889371000463143,artist,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
240.9892439000541,0.6980167999863909,word_neu,0.5060886000283062,verb,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
250.9894893000601,0.6978333999868482,word_neg,0.7226471999892965,sick,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
260.9898062000284,0.6975906000006944,word_pos,0.6554463999345899,sailboat,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
270.98964260006323,0.6978406999260187,word_neu,0.6723717999411747,store,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
280.9900510000298,0.6976107000373304,word_neu,0.5887213000096381,monkey,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
290.9912359000882,0.6964019999140874,word_pos,0.6554830999812111,fireworks,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
300.9899496000726,0.6978129999479279,word_neu,0.4389188999775797,street,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
310.9901852000039,0.6976969999959692,word_neu,0.755716499988921,apartment,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
320.99043850007,0.6974313999526203,word_neu,0.9057279999833554,eggplant,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
330.99020790006034,0.6977365999482572,word_neu,0.652660199906677,whole,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
340.9905995000154,0.6976118000457063,word_neg,0.5552086000097916,landslide,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
350.99032560002524,0.6979198000626639,word_neu,0.605451799929142,winter,y,0.0,male,21.0,101,1,2,2023,3,23,10,50
360.9903074000031,0.6979201000649482,word_neg,0.440115200006403,jaw,b,0.0,male,21.0,101,1,2,2023,3,23,10,50
